elexonBmUnit,nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
2__BHAVE000,EMD-HVN01,2__BHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__BHAVE000,HAVEN,0,78.8,C,0.0088925,0,0,17.336,17.336,FALSE,FALSE,_B,East Midlands,
2__BINDE000,EMD-INE01,2__BINDE000,,,npower limited,G,TRUE,INDE EAST MIDLANDS,NEEB,-27.3,0,C,0.0054492,-14.597,-13.975,0,0,FALSE,FALSE,_B,East Midlands,
2__BLOND000,EMD-LON01,2__BLOND000,,,EDF Energy Customers Limited,G,TRUE,LE Default BMUid EMEB,LENCO,-410,0,C,0.0088925,-256.537,-189.584,0,0,FALSE,FALSE,_B,East Midlands,
2__BNUCE000,EMD-MEC01,2__BNUCE000,,,NDA,G,FALSE,2__BNUCE000,MAGNOX,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BMIDE000,EMD-MID01,2__BMIDE000,,,Npower Limited,G,TRUE,NPEC East Mid Area MIDE,NPOWER01,-5.02,0,C,0.0054492,-2.612,-2.714,0,0,FALSE,FALSE,_B,East Midlands,
2__BMANW000,EMD-MNW01,2__BMANW000,,,ScottishPower Energy Retail,G,TRUE,2__BMANW000,SPSUP01,-1,0,C,0.0088925,-0.54,-0.58,0,0,FALSE,FALSE,_B,East Midlands,
2__BNEEB000,EMD-NEE01,2__BNEEB000,,,npower limited,G,TRUE,2__BNEEB000,NEEB,-18.08,0,C,0.0054492,-10.358,-10.297,0,0,FALSE,FALSE,_B,East Midlands,
2__BNATP000,EMD-NPE01,2__BNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC East Mid Area NATP,NPOWER02,-258,44,C,0.0088925,-172.37,-117.88,29.396,20.104,FALSE,FALSE,_B,East Midlands,
2__BNORW000,EMD-NWP01,2__BNORW000,,,E.ON Energy Solutions Limited,G,TRUE,2__BNORW000,PGENERGY,0,0,C,0.005244,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BMRCY000,EMD-OCT01,2__BMRCY000,,,Octopus Energy Limited,G,TRUE,2__BMRCY000,MERCURY,-732.02,13.3,C,0.0088925,-395.95,-413.225,7.194,7.508,FALSE,FALSE,_B,East Midlands,
2__BOGAS000,EMD-OGA01,2__BOGAS000,,,British Gas Trading Ltd,G,TRUE,2__BOGAS000,BRITGAS,-0.002,0,C,0.0088925,-0.001,-0.001,0,0,FALSE,FALSE,_B,East Midlands,
2__BOVOE000,EMD-OVO01,2__BOVOE000,,,OVO Electricity Ltd,G,FALSE,2__BOVOE000,OVOE,-182.6,0,C,0.0088925,-96.595,-103.297,0,0,FALSE,FALSE,_B,East Midlands,
2__BEMEB000,EMD-PGE01,2__BEMEB000,,,E.ON Energy Solutions Limited,G,TRUE,2__BEMEB000,PGENERGY,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BPGEN000,EMD-PGU01,2__BPGEN000,,,E.ON UK plc,G,TRUE,2__BPGEN000,POWERGEN,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BRENC000,EMD-RNW01,2__BRENC000,,,ECOTRICITY LIMITED,G,FALSE,2__BRENC000,RENC,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BSEEB000,EMD-SEE01,2__BSEEB000,,,EDF Energy Customers Limited,G,TRUE,2__BSEEB000,LENCO,-2,0,C,0.0088925,-0.863,-0.724,0,0,FALSE,FALSE,_B,East Midlands,
2__BSMAR000,EMD-SEL01,2__BSMAR000,,,Smartestenergy Limited,G,TRUE,2__BSMAR000,SMARTEST,-235.971,0,C,0.0088925,-180.093,-138.114,0,0,FALSE,FALSE,_B,East Midlands,
2__BSPOW000,EMD-SPC01,2__BSPOW000,,,ScottishPower Energy Retail,G,TRUE,2__BSPOW000,SPSUP01,-197.6,0,C,0.0088925,-121.366,-118.125,0,0,FALSE,FALSE,_B,East Midlands,
2__BHYDE000,EMD-SSE01,2__BHYDE000,,,OVO Electricity Ltd,G,TRUE,SSE SBMU1 - East Mid GSPG,OVOE,0,0,C,0.0098802,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BSOUT000,EMD-STH01,2__BSOUT000,,,OVO Electricity Ltd,G,TRUE,SE SBMU1 - East Mid GSPG,OVOE,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BSWAE000,EMD-SWA01,2__BSWAE000,,,OVO Electricity Ltd,G,TRUE,SWA SBMU1 - East Mid GSPG,OVOE,0,0,C,0.0098802,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BSWEB000,EMD-SWT01,2__BSWEB000,,,EDF Energy Customers Limited,G,TRUE,SWEB Default BMUid EMEB,LENCO,-2,0,C,0.0088925,-1.106,-1.195,0,0,FALSE,FALSE,_B,East Midlands,
2__BSYMB000,EMD-SYM01,2__BSYMB000,,,E.ON Next Energy Ltd,G,TRUE,2__BSYMB000,NITTWO01,0,0,C,0.0100104,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__BTGPL000,EMD-TFE01,2__BTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__BTGPL000,TFEGP,-321.571,163.502,C,0.0088925,-213.587,-166.124,108.598,84.465,FALSE,FALSE,_B,East Midlands,
2__BTILL000,EMD-TIL01,2__BTILL000,,,British Gas Trading Ltd,G,TRUE,2__BTILL000,BRITGAS,-479.877,0,C,0.0088925,-260.717,-273.77,0,0,FALSE,FALSE,_B,East Midlands,
2__BYELG000,EMD-YEP01,2__BYELG000,,,npower limited,G,TRUE,_B  Default BM East Midlands,YE,-0.32,0,C,0.0054492,-0.172,-0.178,0,0,FALSE,FALSE,_B,East Midlands,
T_ENDRB-1,ENDRB-1,T_ENDRB-1,48W00000ENDRB-1N,OTHER,Flexitricity Limited,T,TRUE,Enderby BESS,FLEXTRCY,-57,57,P,0.0088925,-22.8,-22.8,22.8,22.8,TRUE,FALSE,,,
T_ENHLW-1,ENHLW-1,T_ENHLW-1,,WIND,RWE Generation UK plc,T,TRUE,Enoch Hill Wind Farm,INNOGY01,0,69.9,P,-0.0347282,0,0,27.96,27.96,TRUE,FALSE,,,
T_ERRO-1,ERRO-1,T_ERRO-1,48W000000ERRO-1P,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G1,SSEGEN,-0.068,25.3,P,-0.0347282,-0.027,-0.027,10.12,10.12,TRUE,FALSE,,,
T_ERRO-2,ERRO-2,T_ERRO-2,48W000000ERRO-2N,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G2,SSEGEN,-0.02,25.26,P,-0.0347282,-0.008,-0.008,10.104,10.104,TRUE,FALSE,,,
T_ERRO-3,ERRO-3,T_ERRO-3,48W000000ERRO-3L,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G3,SSEGEN,-0.02,25.66,P,-0.0347282,-0.008,-0.008,10.264,10.264,TRUE,FALSE,,,
V__BEROV001,ERV00B,V__BEROV001,,,Erova Energy Limited,V,TRUE,V__BEROV001,EROVAIRL,0,0,C,0.005244,0,0,0,0,FALSE,FALSE,_B,East Midlands,
2__EIMPO002,ESSE01,2__EIMPO002,,,SSE Energy Supply Limited,S,TRUE,2__EIMPO002,SSE,-1.9,1.9,C,0.0141587,-0.76,-0.76,0.76,0.76,TRUE,FALSE,_E,Midlands,
T_EWHLW-1,EWHLW-1,T_EWHLW-1,48W00000EWHLW-1U,WIND,SP Renewables (UK) Limited,T,TRUE,Ewe Hill II Windfarm,SPCRE01,-2,38,P,-0.0075273,-0.8,-0.8,15.2,15.2,TRUE,FALSE,,,
E_EXETR-2,EXETR-2,E_EXETR-2,,,Whitetower Energy Limited,E,TRUE,Exeter,FDUN1,-6,50,P,0.0270702,-2.4,-2.4,20,20,TRUE,FALSE,_L,South Western,
T_FARR-1,FAARW-1,T_FARR-1,48W00000FAARW-13,WIND,Smartestenergy Limited,T,TRUE,Farr Unit 1,SMARTEST,-14,92,C,-0.0347282,-5.6,-5.6,36.8,36.8,TRUE,FALSE,,,
T_FARR-2,FAARW-2,T_FARR-2,48W00000FAARW-21,WIND,Smartestenergy Limited,T,TRUE,Farr Unit 2,SMARTEST,-14,92,C,-0.0347282,-5.6,-5.6,36.8,36.8,TRUE,FALSE,,,
T_FALGD-1,FALGD-1,T_FALGD-1,,,Fallago Rig Wind Farm Limited,T,FALSE,Fallago Rig Demand,FALLAGO,-6,0,C,-0.0075273,-0.433,-0.433,0,0,FALSE,FALSE,,,
T_FALGW-1,FALGW-1,T_FALGW-1,48W00000FALGW-1T,WIND,Fallago Rig Wind Farm Limited,T,TRUE,Fallago Rig Wind Farm,FALLAGO,-2.5,144,P,-0.0075273,-1,-1,57.6,57.6,TRUE,FALSE,,,
E_FARNB-1,FARNB-1,E_FARNB-1,,,Tesla Motors Limited,E,TRUE,Farnham BESS,TESLA,-20,20,P,0.0239908,-8,-8,8,8,TRUE,FALSE,_H,Southern,
T_FASN-1,FASN-1,T_FASN-1,48W000000FASN-18,NPSHYD,SSE Generation Ltd,T,TRUE,Fasnakyle G1,SSEGEN,-0.02,23.04,P,-0.0347282,-0.008,-0.008,9.216,9.216,TRUE,FALSE,,,
E_FASN-4,FASN-4,E_FASN-4,48W000000FASN-42,NPSHYD,SSE Generation Ltd,E,TRUE,Fasnakyle G4,SSEGEN,-0.02,8.32,P,-0.0347282,-0.008,-0.008,3.328,3.328,TRUE,FALSE,_P,North Scotland,
T_FASN-2,FASN2,T_FASN-2,48W0000000FASN25,NPSHYD,SSE Generation Ltd,T,TRUE,Fasnakyle  G2,SSEGEN,-0.022,23.28,P,-0.0347282,-0.009,-0.009,9.312,9.312,TRUE,FALSE,,,
E_FASN-3,FASN3,E_FASN-3,48W0000000FASN33,NPSHYD,SSE Generation Ltd,E,TRUE,Fasnakyle  G3,SSEGEN,-0.2,24.2,P,-0.0347282,-0.08,-0.08,9.68,9.68,TRUE,FALSE,_P,North Scotland,
E_FAWN-1,FAWN-1,E_FAWN-1,48W000000FAWN-1P,CCGT,ESSO Petroleum Company Ltd,E,TRUE,Fawley Cogen,EPCO1,0,155,C,0.0239908,0,0,118.033,118.033,FALSE,FALSE,_H,Southern,
2__FBPGM001,FBPG01,2__FBPGM001,,,BP Gas Marketing Limited,S,TRUE,Wormald Green BESS,BPGAS,-34.214,36.729,C,-0.005034,-0.397,-0.64,0.426,0.687,FALSE,FALSE,_F,Northern,
2__FBPGM002,FBPG02,2__FBPGM002,,,BP Gas Marketing Limited,S,TRUE,Hawthorn Pit BESS,BPGAS,-54.8,55.281,C,-0.005034,-2.921,-3.2,2.946,3.228,FALSE,FALSE,_F,Northern,
E_FDUN-1,FDUNT-1,E_FDUN-1,48W00000FDUNT-15,,Whitetower Energy Limited,E,TRUE,Fort Dunlop,FDUN1,-1,99,C,0.0178442,-0.4,-0.4,39.6,39.6,TRUE,FALSE,_E,Midlands,
E_FELL-1,FELL-1,E_FELL-1,48W000000FELL-1R,CCGT,NDA,E,TRUE,E_FELL-1,MAGNOX,-40,140,P,-0.0032071,-16,-16,56,56,TRUE,FALSE,_G,North Western,
T_FERRB-1,FERRB-1,T_FERRB-1,48W00000FERRB-1V,OTHER,SSE Ferrybridge Battery Ltd,T,TRUE,Ferrybridge BESS BMU-1,FERBESS,-75.16,76,P,-0.0041544,-30.064,-30.064,30.4,30.4,TRUE,FALSE,,,
T_FERRB-2,FERRB-2,T_FERRB-2,,OTHER,SSE Ferrybridge Battery Ltd,T,TRUE,Ferrybridge BESS BMU-2,FERBESS,-74.98,76,P,-0.0041544,-29.992,-29.992,30.4,30.4,TRUE,FALSE,,,
T_FFES-1,FFES-1,T_FFES-1,48W000000FFES-1S,PS,First Hydro Company,T,TRUE,Ffestioniog 1,FSTHYDRO,-75,91.033,P,0.0016804,-30,-30,36.413,36.413,TRUE,FALSE,,,
T_FFES-2,FFES-2,T_FFES-2,48W000000FFES-2Q,PS,First Hydro Company,T,TRUE,Ffestioniog 2,FSTHYDRO,-75,91.875,P,0.0016804,-30,-30,36.75,36.75,TRUE,FALSE,,,
T_FFES-3,FFES-3,T_FFES-3,48W000000FFES-3O,PS,First Hydro Company,T,TRUE,Ffestioniog 3,FSTHYDRO,-75,90,P,0.0016804,-30,-30,36,36,TRUE,FALSE,,,
T_FFES-4,FFES-4,T_FFES-4,48W000000FFES-4M,PS,First Hydro Company,T,TRUE,Ffestioniog 4,FSTHYDRO,-75,90.92,P,0.0016804,-30,-30,36.368,36.368,TRUE,FALSE,,,
2__FFSEN005,FFSE01,2__FFSEN005,,,F & S Energy Ltd,S,TRUE,2__FFSENOK5,FSE0001,-23.922,24.479,C,-0.005034,-0.923,-0.957,0.945,0.979,FALSE,FALSE,_F,Northern,
2__FFSEN007,FFSE02,2__FFSEN007,,,F & S Energy Ltd,S,TRUE,2__FFSENOK7,FSE0001,-21.485,21.997,C,-0.005034,-0.105,-0.17,0.108,0.174,FALSE,FALSE,_F,Northern,
T_FIDL-1,FIDL-1,T_FIDL-1,48W000000FIDL-16,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 1,KGL,-20,68,C,0.0028532,0,0,0,0,FALSE,FALSE,,,
T_FIDL-2,FIDL-2,T_FIDL-2,48W000000FIDL-24,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 2,KGL,-20,20,C,0.0028532,0,0,0,0,FALSE,FALSE,,,
T_FIDL-2G,FIDL-2G,T_FIDL-2G,48W00000FIDL-2GF,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry GT2,KGL,-1,1,C,0.0028532,0,0,0,0,FALSE,FALSE,,,
T_FIDL-3,FIDL-3,T_FIDL-3,48W000000FIDL-32,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 3,KGL,-20,20,C,0.0028532,0,0,0,0,FALSE,FALSE,,,
T_FIDL-3G,FIDL-3G,T_FIDL-3G,48W00000FIDL-3GC,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry GT 3,KGL,-1,1,C,0.0028532,0,0,0,0,FALSE,FALSE,,,
T_FIDL-4,FIDL-4,T_FIDL-4,48W000000FIDL-40,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 4,KGL,-1,1,C,0.0028532,0,0,0,0,FALSE,FALSE,,,
T_FIDLST1,FIDLST1,T_FIDLST1,,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry ST1,KGL,-66,20,C,0.0028532,-48.985,-48.985,14.844,14.844,FALSE,FALSE,,,
T_FINL-1,FINL-1,T_FINL-1,48W000000FINL-1U,NPSHYD,SSE Generation Ltd,T,TRUE,Finlarig,SSEGEN,-0.1,85.794,P,-0.0347282,-0.04,-0.04,34.318,34.318,TRUE,FALSE,,,
2__FJERE000,FJERE000,2__FJERE000,,,Shell Energy UK Limited,G,FALSE,2__FJERE000,AMPERE,0,0,C,-0.0077506,0,0,0,0,FALSE,FALSE,_F,_F - Northern,
T_FOYE-1,FOYE-1,T_FOYE-1,48W000000FOYE-14,PS,SSE Generation Ltd,T,TRUE,Foyers G1,SSEGEN,-156,160,P,-0.0347282,-62.4,-62.4,64,64,TRUE,FALSE,,,
T_FOYE-2,FOYE-2,T_FOYE-2,48W000000FOYE-22,PS,SSE Generation Ltd,T,TRUE,Foyers G2,SSEGEN,-157.3,160,P,-0.0347282,-62.92,-62.92,64,64,TRUE,FALSE,,,
T_FOYED-1,FOYED-1,T_FOYED-1,,,SSE Generation Ltd,T,FALSE,Foyers Stn Txs,SSEGEN,-3,1.04,P,-0.0347282,-0.841,-0.841,0.291,0.291,FALSE,TRUE,,,
,FRBRW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
T_FSDLW-1,FSDLW-1,T_FSDLW-1,48W00000FSDLW-10,WIND,Freasdail Energy Limited,T,TRUE,Freasdail Wind Farm,FEL,-0.4,22.2,P,-0.0347282,-0.16,-0.16,8.88,8.88,TRUE,FALSE,,,
T_GANW-11,GAOFO-1,T_GANW-11,48W00000GAOFO-13,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 11,GALOWFL,-3,88,P,0.0027037,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,
T_GANW-22,GAOFO-2,T_GANW-22,48W00000GAOFO-21,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 22,GALOWFL,-3,385.82,P,0.0027037,-1.2,-1.2,154.328,154.328,TRUE,FALSE,,,
T_GANW-13,GAOFO-3,T_GANW-13,48W10000GAOFO-3N,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 13,GALOWFL,-3,88,P,0.0027037,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,
T_GANW-24,GAOFO-4,T_GANW-24,48W00000GAOFO-4Y,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 24,GALOWFL,-3,88,P,0.0027037,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,
E_GDSTW-1,GDSTW-1,E_GDSTW-1,48W00000GDSTW-14,WIND,Mobius Renewables Gen. (GB),E,TRUE,Gordonstown,AIRGEN,-0.088,13.289,C,-0.0347282,-0.035,-0.035,5.316,5.316,TRUE,FALSE,_P,North Scotland,
E_GFLDW-1,GFLDW-1,E_GFLDW-1,48W00000GFLDW-11,,Edgware Energy Limited,E,TRUE,Goole Fields Wind Farm,EDGWARE,-0.22,32.8,C,-0.0041544,-0.088,-0.088,13.12,13.12,TRUE,FALSE,_M,Yorkshire,
2__GFSEN005,GFSE01,2__GFSEN005,,,F & S Energy Ltd,S,TRUE,2__GFSENOK5,FSE0001,-48.84,48.783,C,-0.0086334,-18.545,-15.673,18.523,15.654,FALSE,FALSE,_G,North Western,
2__GFSEN006,GFSE02,2__GFSEN006,,,F & S Energy Ltd,S,TRUE,2__GFSENOK6,FSE0001,-47.926,46.138,C,-0.0042063,-19.774,-16.511,19.037,15.895,FALSE,FALSE,_G,North Western,
2__GJERE000,GJERE000,2__GJERE000,,,Shell Energy UK Limited,G,FALSE,2__GJERE000,AMPERE,0,0,C,-0.0086334,0,0,0,0,FALSE,FALSE,_G,North Western,
E_GLCHW-1,GLCHW-1,E_GLCHW-1,,WIND,ENGIE Power Limited,E,TRUE,Glenchamber,RWETDL,0,27.44,C,-0.0075273,0,0,10.976,10.976,TRUE,FALSE,_N,South Scotland,
T_GLEND-1,GLEND-1,T_GLEND-1,,,SSE Generation Ltd,T,FALSE,Dundreggan Station Demand,SSEGEN,-0.12,0.1,C,-0.0347282,-0.072,-0.072,0.06,0.06,FALSE,FALSE,,,
T_GLNDO-1,GLNDO-1,T_GLNDO-1,48W00000GLNDO-1G,NPSHYD,SSE Generation Ltd,T,TRUE,Glendoe Generator 1,SSEGEN,-1,100,P,-0.0347282,-0.4,-0.4,40,40,TRUE,FALSE,,,
T_GLNDOD1,GLNDOD1,T_GLNDOD1,,,SSE Generation Ltd,T,FALSE,Glendoe Earthing Tx Stn Dem,SSEGEN,-0.16,0,C,-0.0347282,-0.088,-0.088,0,0,FALSE,FALSE,,,
T_GLNKW-1,GLNKW-1,T_GLNKW-1,,WIND,EDF Energy Customers Limited,T,TRUE,GLEN KYLLACHY WINDFARM,LENCO,-2,48.428,C,-0.0347282,-0.8,-0.8,19.371,19.371,TRUE,FALSE,,,
E_GLOFW-1,GLOFW-1,E_GLOFW-1,48W00000GLOFW-15,WIND,Glens of Foudland Ltd,E,TRUE,Glens of Foudland,GOFPOWER,-2,26.7,C,-0.0347282,-0.8,-0.8,10.68,10.68,TRUE,FALSE,_P,North Scotland,
2__JCPPR002,GLSBB-1,2__JCPPR002,,,Octopus Energy Trading Limited,S,TRUE,Glassenbury B,COPPER,-10,10,C,0.0113381,-4.685,-4.013,4.685,4.013,FALSE,FALSE,_J,South Eastern,
T_GLWSW-1,GLWSW-1,T_GLWSW-1,48W00000GLWSW-13,WIND,GALAWHISTLE WIND FARM,T,TRUE,Galawhistle Wind Farm,GALAWWF,-0.72,55.2,P,-0.0075273,-0.288,-0.288,22.08,22.08,TRUE,FALSE,,,
T_GNAPW-1,GNAPW-1,T_GNAPW-1,48W00000GNAPW-1P,WIND,SP Renewables (UK) Limited,T,TRUE,Glen App Windfarm,SPCRE01,-2,22,P,-0.0075273,-0.8,-0.8,8.8,8.8,TRUE,FALSE,,,
T_GNFSW-1,GNFSW-1,T_GNFSW-1,48W00000GNFSW-1H,WIND,Gunfleet Sands Limited,T,TRUE,Gunfleet Sands 1,DONG005,-2,108,P,0.0027037,-0.8,-0.8,43.2,43.2,TRUE,FALSE,,,
T_GNFSW-2,GNFSW-2,T_GNFSW-2,48W00000GNFSW-2F,WIND,Gunfleet Sands II Limited,T,TRUE,Gunfleet Sands 2,DONG006,-4.383,64.48,P,0.0027037,-1.753,-1.753,25.792,25.792,TRUE,FALSE,,,
T_GORDD-1,GORDD-1,T_GORDD-1,,,SSE Generation Ltd,T,FALSE,Gordonbush Demand,SSEGEN,-1,0,C,-0.0347282,-0.656,-0.656,0,0,FALSE,FALSE,,,
T_GORDW-1,GORDW-1,T_GORDW-1,48W00000GORDW-1D,WIND,SSE Generation Ltd,T,TRUE,Gordon Bush,SSEGEN,-31.65,86.764,P,-0.0347282,-12.66,-12.66,34.706,34.706,TRUE,FALSE,,,
T_GORDW-2,GORDW-2,T_GORDW-2,,WIND,SSE Generation Ltd,T,TRUE,Gordonbush WF Extension,SSEGEN,-0.6,58.733,P,-0.0347282,-0.24,-0.24,23.493,23.493,TRUE,FALSE,,,
E_GOSHS-1,GOSHS-1,E_GOSHS-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Goose House Lane,CONRAD,-1,20,C,-0.0032071,-0.4,-0.4,8,8,TRUE,FALSE,_G,North Western,
T_GOWKD-1,GOWKD-1,T_GOWKD-1,,,EDF Energy Customers Limited,T,TRUE,T_GOWKD-1,LENCO,-10.52,0,C,-0.0075273,-3.997,-3.997,0,0,FALSE,FALSE,,,
T_GRAI-6,GRAI-6,T_GRAI-6,48W100000GRAI-6N,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-6,EECL,-14,468,P,0.0113381,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,
T_GRAI-7,GRAI-7,T_GRAI-7,48W000000GRAI-7Y,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-7,EECL,-14,468,P,0.0113381,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,
T_GRAI-8,GRAI-8,T_GRAI-8,48W000000GRAI-8W,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-8,EECL,-14,468,P,0.0113381,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,
T_GRAI1G,GRAI1G,T_GRAI1G,48W000000GRAI1GA,OCGT,Uniper UK Limited,T,TRUE,T_GRAI1G,EECL,0,30,P,0.0113381,0,0,12,12,TRUE,FALSE,,,
T_GRAI4G,GRAI4G,T_GRAI4G,48W000000GRAI4G1,OCGT,Uniper UK Limited,T,TRUE,T_GRAI4G,EECL,0,28.77,P,0.0113381,0,0,11.508,11.508,TRUE,FALSE,,,
T_GRAISC-1,GRAISC-1,T_GRAISC-1,,,Uniper UK Limited,T,TRUE,Grain Synch Comp 1,EECL,-10,0,C,0.0113381,-7.757,-7.757,0,0,FALSE,FALSE,,,
T_GRAISC-2,GRAISC-2,T_GRAISC-2,,,Uniper UK Limited,T,TRUE,Grain Synch Comp 2,EECL,-10,0,C,0.0113381,-7.701,-7.701,0,0,FALSE,FALSE,,,
E_GRCRB-1,GRCRB-1,E_GRCRB-1,,,FIELD GERRARDS CROSS LTD,E,TRUE,Gerrards Cross BESS,FIELDGER,-20,20,P,0.0239908,-8,-8,8,8,TRUE,FALSE,_H,Southern,
T_GRGBW-1,GRGBW-1,T_GRGBW-1,48W00000GRGBW-1V,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 1,GGOWL,-5,240,P,0.0027037,-2,-2,96,96,TRUE,FALSE,,,
T_GRGBW-2,GRGBW-2,T_GRGBW-2,48W00000GRGBW-2T,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 2,GGOWL,-5,240,P,0.0027037,-2,-2,96,96,TRUE,FALSE,,,
T_GRGBW-3,GRGBW-3,T_GRGBW-3,48W00000GRGBW-3R,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 3,GGOWL,-5,240,P,0.0027037,-2,-2,96,96,TRUE,FALSE,,,
E_GRGRW-1,GRGRW-1,E_GRGRW-1,,WIND,Greengairs East Wind Farm Ltd,E,TRUE,Greengairs East WF-1,GEWF0422,-0.5,36,P,-0.0075273,-0.2,-0.2,14.4,14.4,TRUE,FALSE,_N,South Scotland,
T_GRIFW-1,GRIFW-1,T_GRIFW-1,48W10000GRIFW-1N,WIND,Griffin Wind Farm Ltd,T,TRUE,Griffin Wind Farm 1,GRWL,-3,102,P,-0.0347282,-1.2,-1.2,40.8,40.8,TRUE,FALSE,,,
T_GRIFW-2,GRIFW-2,T_GRIFW-2,48W00000GRIFW-2Y,WIND,Griffin Wind Farm Ltd,T,TRUE,Griffin Wind Farm 2,GRWL,-3,104,P,-0.0347282,-1.2,-1.2,41.6,41.6,TRUE,FALSE,,,
T_GRIFWD-1,GRIFWD-1,T_GRIFWD-1,,,Griffin Wind Farm Ltd,T,FALSE,Griffin Windfarm Demand BMU,GRWL,-1,0,C,-0.0347282,-0.685,-0.685,0,0,FALSE,FALSE,,,
T_GRMO-1,GRMO-1,T_GRMO-1,48W100000GRMO-1N,CCGT,Grangemouth CHP Ltd,T,TRUE,T_GRMO-1,GCHP,0,144,P,-0.0075273,0,0,57.6,57.6,TRUE,FALSE,,,
T_GRTSC-1,GRTSC-1,T_GRTSC-1,48W00000GRTSC-1M,,Flexitricity Limited,T,TRUE,Gretna,FLEXTRCY,-10,0,C,-0.0347282,-4,-4,0,0,TRUE,FALSE,,,
,GRUB-1,,48W000000GRUB-1B,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
,GRUB-2,,48W000000GRUB-29,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
2__GSMAE003,GSMA03,2__GSMAE003,,,Smartestenergy Limited,S,TRUE,2__GSMAE003,SMARTEST,0,61.882,C,-0.0032071,0,0,5.198,5.198,FALSE,FALSE,_G,North Western,
E_GYAR-1,GYAR-1,E_GYAR-1,48W000000GYAR-15,CCGT,RWE Generation UK plc,E,TRUE,Great Yarmouth Power Limited,INNOGY01,-18,420,P,0.0027037,-7.2,-7.2,168,168,TRUE,FALSE,_A,Eastern,
T_GYMRD-16,GYMRD-16,T_GYMRD-16,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM Onshore non est Dem 16,GYMOWL,-1,0,P,0.0016804,-1,-1,0,0,FALSE,TRUE,,,
T_GYMRD-2,GYMRD-2,T_GYMRD-2,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM Onshore est Dem 2,GYMOWL,-1,0,P,0.0016804,0,0,0,0,FALSE,TRUE,,,
T_GYMRD-E10,GYMRD-E10,T_GYMRD-E10,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM OSPE non est Dem 10,GYMOWL,-1,0,P,0.0016804,-0.016,-0.016,0,0,FALSE,TRUE,,,
